author,agg_score,n_relevant_articles,coauthor_name_collision,affiliations_seen,top_papers
"Schneppmüller, Peter",9.2,1,,"Fachgebiet Keramische Werkstoffe / Chair of Advanced Ceramic Materials, Institut für Werkstoffwissenschaften- und Technologien, Technische Universität Berlin 1 , Hardenbergstr. 40, D-10623 Berlin, Ger",[8] 2018 doi:10.1063/1.5001695 Transmission in situ and operando high temperature X-ray powder diffraction in variable ga
"Gili, Albert",9.2,1,,"Fachgebiet Keramische Werkstoffe / Chair of Advanced Ceramic Materials, Institut für Werkstoffwissenschaften- und Technologien, Technische Universität Berlin 1 , Hardenbergstr. 40, D-10623 Berlin, Ger",[8] 2018 doi:10.1063/1.5001695 Transmission in situ and operando high temperature X-ray powder diffraction in variable ga
"Czasny, Mathias",9.2,1,,"Fachgebiet Keramische Werkstoffe / Chair of Advanced Ceramic Materials, Institut für Werkstoffwissenschaften- und Technologien, Technische Universität Berlin 1 , Hardenbergstr. 40, D-10623 Berlin, Ger",[8] 2018 doi:10.1063/1.5001695 Transmission in situ and operando high temperature X-ray powder diffraction in variable ga
"Gurlo, Aleksander",9.2,1,,"Fachgebiet Keramische Werkstoffe / Chair of Advanced Ceramic Materials, Institut für Werkstoffwissenschaften- und Technologien, Technische Universität Berlin 1 , Hardenbergstr. 40, D-10623 Berlin, Ger",[8] 2018 doi:10.1063/1.5001695 Transmission in situ and operando high temperature X-ray powder diffraction in variable ga
"Partner, Heather L.",9.2,1,,"AG Nanooptik, Institut für Physik, Humboldt Universität zu Berlin , Newtonstraße 15, 12489 Berlin, Germany",[8] 2018 doi:10.1063/1.5007924 Printed-circuit-board linear Paul trap for manipulating single nano- and microparticles
"Zoll, Joachim",9.2,1,,"AG Nanooptik, Institut für Physik, Humboldt Universität zu Berlin , Newtonstraße 15, 12489 Berlin, Germany",[8] 2018 doi:10.1063/1.5007924 Printed-circuit-board linear Paul trap for manipulating single nano- and microparticles
"Kuhlicke, Alexander",9.2,1,,"AG Nanooptik, Institut für Physik, Humboldt Universität zu Berlin , Newtonstraße 15, 12489 Berlin, Germany",[8] 2018 doi:10.1063/1.5007924 Printed-circuit-board linear Paul trap for manipulating single nano- and microparticles
"Benson, Oliver",9.2,1,,"AG Nanooptik, Institut für Physik, Humboldt Universität zu Berlin , Newtonstraße 15, 12489 Berlin, Germany",[8] 2018 doi:10.1063/1.5007924 Printed-circuit-board linear Paul trap for manipulating single nano- and microparticles
"Ma, Hongjun",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China | University of Science and Technology of China 2 , Hefei 230026, People’s Republic of Ch",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Liu, Huajun",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Liu, Fang",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Zhang, Huahui",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China | University of Science and Technology of China 2 , Hefei 230026, People’s Republic of Ch",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Ci, Lu",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China | University of Science and Technology of China 2 , Hefei 230026, People’s Republic of Ch",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Shi, Yi",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Lei, Lei",9.2,1,,"Hefei Institutes of Physical Science, Chinese Academy of Sciences 1 , Hefei 230031, People’s Republic of China",[8] 2018 doi:10.1063/1.4996057 Critical current measurements of high-temperature superconducting short samples at a wide 
"Jager, Marieke F.",9.2,1,,"Department of Chemistry, University of California 1 , Berkeley, California 94720, USA",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Ott, Christian",9.2,1,,"Department of Chemistry, University of California 1 , Berkeley, California 94720, USA | Department of Physics, University of California 2 , Berkeley, California 94720, USA",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Kaplan, Christopher J.",9.2,1,,"Department of Chemistry, University of California 1 , Berkeley, California 94720, USA",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Kraus, Peter M.",9.2,1,,"Department of Chemistry, University of California 1 , Berkeley, California 94720, USA",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Neumark, Daniel M.",9.2,1,,"Chemical Sciences Division, Lawrence Berkeley National Laboratory 3 , Berkeley, California 94720, USA | Department of Chemistry, University of California 1 , Berkeley, California 94720, USA",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Leone, Stephen R.",9.2,1,,"Chemical Sciences Division, Lawrence Berkeley National Laboratory 3 , Berkeley, California 94720, USA | Department of Chemistry, University of California 1 , Berkeley, California 94720, USA | Departme",[8] 2018 doi:10.1063/1.4994041 Attosecond transient absorption instrumentation for thin film materials: Phase transitions
"Englund, Carl-Johan",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Agåker, Marcus",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Fredriksson, Pierre",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Olsson, Anders",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Johansson, Niklas",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Rubensson, Jan-Erik",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Nordgren, Joseph",9.0,1,,"Uppsala University Department of Physics and Astronomy, , P.O. Box 516, SE-751 20 Uppsala, Sweden",[9] 2015 doi:10.1063/1.4931041 An ultra-high vacuum chamber for scattering experiments featuring in-vacuum continuous in-
"Roy, Anindya",9.0,1,,"Variable Energy Cyclotron Centre , 1/AF Bidhan Nagar, Kolkata 700064, India","[9] 2015 doi:10.1063/1.4915318 Implementation of EPICS based vacuum control system for variable energy cyclotron centre, "
"Bhole, R. B.",9.0,1,,"Variable Energy Cyclotron Centre , 1/AF Bidhan Nagar, Kolkata 700064, India","[9] 2015 doi:10.1063/1.4915318 Implementation of EPICS based vacuum control system for variable energy cyclotron centre, "
"Nandy, Partha P.",9.0,1,,"Variable Energy Cyclotron Centre , 1/AF Bidhan Nagar, Kolkata 700064, India","[9] 2015 doi:10.1063/1.4915318 Implementation of EPICS based vacuum control system for variable energy cyclotron centre, "
"Yadav, R. C.",9.0,1,,"Variable Energy Cyclotron Centre , 1/AF Bidhan Nagar, Kolkata 700064, India","[9] 2015 doi:10.1063/1.4915318 Implementation of EPICS based vacuum control system for variable energy cyclotron centre, "
"Pal, Sarbajit",9.0,1,,"Variable Energy Cyclotron Centre , 1/AF Bidhan Nagar, Kolkata 700064, India","[9] 2015 doi:10.1063/1.4915318 Implementation of EPICS based vacuum control system for variable energy cyclotron centre, "
"Zhang, Xiao-Dong",9.0,1,,"Huazhong University of Science and Technology Laboratory of Solid State Ionics, School of Materials Science and Engineering, , Wuhan 430074, People’s Republic of China",[9] 2015 doi:10.1063/1.4934860 Oxygen pump based on stabilized zirconia
"Li, Jian-Jun",9.0,1,,"Huazhong University of Science and Technology Laboratory of Solid State Ionics, School of Materials Science and Engineering, , Wuhan 430074, People’s Republic of China",[9] 2015 doi:10.1063/1.4934860 Oxygen pump based on stabilized zirconia
"Guo, Xin",9.0,1,,"Huazhong University of Science and Technology Laboratory of Solid State Ionics, School of Materials Science and Engineering, , Wuhan 430074, People’s Republic of China",[9] 2015 doi:10.1063/1.4934860 Oxygen pump based on stabilized zirconia
"Pavei, Mauro",9.0,1,,"Consorzio RFX 2 , Corso Stati Uniti, 4, I-35127 Padova, Italy",[9] 2015 doi:10.1063/1.4933017 Design optimization of RF lines in vacuum environment for the MITICA experiment
"Rossetto, Federico",9.0,1,,"Consorzio RFX 2 , Corso Stati Uniti, 4, I-35127 Padova, Italy",[9] 2015 doi:10.1063/1.4933017 Design optimization of RF lines in vacuum environment for the MITICA experiment
"Marcuzzi, Diego",9.0,1,,"Consorzio RFX 2 , Corso Stati Uniti, 4, I-35127 Padova, Italy",[9] 2015 doi:10.1063/1.4933017 Design optimization of RF lines in vacuum environment for the MITICA experiment
"Miorin, Enrico",9.0,1,,"IENI-CNR 3 , Corso Stati Uniti, 4, I-35127 Padova, Italy",[9] 2015 doi:10.1063/1.4933017 Design optimization of RF lines in vacuum environment for the MITICA experiment
"Deambrosis, Silvia M.",9.0,1,,"IENI-CNR 3 , Corso Stati Uniti, 4, I-35127 Padova, Italy",[9] 2015 doi:10.1063/1.4933017 Design optimization of RF lines in vacuum environment for the MITICA experiment
"Zhang, Kejun",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Dai, Jianming",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Wu, Wenbin",9.0,1,,"Chinese Academy of Sciences 3 High Magnetic Field Laboratory, , Hefei 230031, People’s Republic of China | University of Science and Technology of China 2 Hefei National Laboratory for Physical Scienc",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Zhang, Peng",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China | University of Science and Technology of China 2 Hefei ",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Zuo, Xuzhong",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Zhou, Shu",9.0,1,,"Chinese Academy of Sciences 4 Anhui Institute of Optics and Fine Mechanics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Zhu, Xuebin",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Sheng, Zhigao",9.0,1,,"Chinese Academy of Sciences 3 High Magnetic Field Laboratory, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Liang, Changhao",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Sun, Yuping",9.0,1,,"Chinese Academy of Sciences 1 Key Laboratory of Materials Physics, Institute of Solid State Physics, , Hefei 230031, People’s Republic of China | Chinese Academy of Sciences 3 High Magnetic Field Labo",[9] 2015 doi:10.1063/1.4930180 Development of a high magnetic field assisted pulsed laser deposition system
"Faurie, D.",8.8,1,,"Sorbonne Paris Cité 1 LSPM-CNRS, Université Paris 13, , 93430 Villetaneuse, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Girodon-Boulandet, N.",8.8,1,,"Sorbonne Paris Cité 1 LSPM-CNRS, Université Paris 13, , 93430 Villetaneuse, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Kaladjian, A.",8.8,1,,"Sorbonne Paris Cité 2 LPL, UMR7538, Université Paris 13, , 93430 Villetaneuse, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Challali, F.",8.8,1,,"Sorbonne Paris Cité 1 LSPM-CNRS, Université Paris 13, , 93430 Villetaneuse, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Abadias, G.",8.8,1,,"Université de Poitiers 3 Institut Pprime, CNRS, Département de Physique et Mécanique des Matériaux, , UPR 3346, BP 30179, 86962 Futuroscope, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Djemia, P.",8.8,1,,"Sorbonne Paris Cité 1 LSPM-CNRS, Université Paris 13, , 93430 Villetaneuse, France",[8] 2017 doi:10.1063/1.4975637 Setup for high-temperature surface Brillouin light scattering: Application to opaque thin 
"Nicklin, Chris",8.8,1,,"Diamond Light Source, Ltd 1 ., Harwell Science and Innovation Campus, Chilton OX11 0DE, United Kingdom",[8] 2017 doi:10.1063/1.4989761 MINERVA: A facility to study Microstructure and INterface Evolution in Realtime under VAcu
